tempo (t);rugosidade (w)
144;6.38206406456743
145;6.637394041185321
146;6.753073925092533
147;6.784940874118358
148;7.139837706810049
149;7.0578659174893605
150;6.8065311366375765
151;6.9894924454851255
152;6.987244587849312
153;7.12679200159884
154;7.156633661463636
155;6.987498242182561
156;6.951332095657453
157;7.17411501123928
158;7.05247842120188
159;7.1771414058946155
160;7.176452519316053
161;7.285660676098083
162;7.34978338458181
163;7.516981395294645
164;7.558852370081019
165;7.352238441670067
166;7.50326947847314
167;7.598395297491822
168;7.55714008266789
169;7.570784002868817
170;7.695110866756332
171;8.075435229766942
172;7.900687820020965
173;7.732591669310596
174;7.988592684230792
175;8.015005268295956
176;8.039559901956277
177;8.13399285649757
178;8.266109581200233
179;8.441318048678198
180;8.470466783613025
181;8.417192172726674
182;8.419691999301458
183;8.520727360897022
184;8.692182985988547
185;8.876263560792578
186;8.918094157691508
187;9.194303701320246
188;9.391226522791927
189;8.848067962259242
190;8.801888269384834
191;8.646093517657988
192;8.531654990884089
193;8.263399986066908
194;8.483819111784243
195;8.595179764965346
196;8.4622443561041
197;8.522115425646323
198;8.824495295238666
199;8.69905865210153
200;8.668248107774
201;8.65674364741435
202;8.916630339014455
203;8.945362754187911
204;8.862082942311316
205;8.784167419496766
206;8.89400019157382
207;8.762514582332269
208;8.806514169866299
209;8.729936410288198
210;8.618025238717983
211;8.532345976044704
212;8.512742692097815
213;8.576257449470779
214;8.42238380163591
215;8.800107614005187
216;8.901862946073264
217;8.865615492737188
218;8.752671728118735
219;8.486397508263856
220;8.413286554644124
221;8.103069078088602
222;8.144034410811075
223;8.144291743343704
224;8.307893125053566
225;8.342830060317626
226;8.457079402853497
227;8.512675482501011
228;8.44109039989853
229;8.531058716091184
230;8.662342359210026
231;8.884048912801129
232;9.00345529919382
233;8.859568957610941
234;8.862235218306685
235;9.012550251009836
236;8.68321513815106
237;8.75458634501087
238;8.796750946868036
239;8.992015925020972
240;8.95529381596733
241;8.960964857427456
242;9.074783157473554
243;9.32720803463355
244;9.580350244200352
245;9.663398600105701
246;9.124146777375111
247;8.64000348026144
248;8.786749689498793
249;8.877794978838802
250;8.753232303099033
251;8.933748756352198
252;9.022925674576525
253;8.98905816239797
254;9.050927662217521
255;9.30776148788065
256;9.218585561879486
257;9.327052681817818
258;9.418123637654622
259;9.367554173838858
260;9.49677472458878
261;9.572948632162426
262;9.471819385242279
263;9.336068863672086
264;9.503144835011883
265;9.554017258506224
266;9.385516626099566
267;9.243548428085722
268;9.217672106904418
269;9.176497597587625
270;9.093184436516042
271;8.84852620875728
272;8.662782432847957
273;8.969503176814495
274;8.940666797786246
275;8.910962487571
276;8.799756386654959
277;8.824139400543425
278;8.64977898566016
279;8.700759208306355
280;8.361254253725539
281;8.269348492431286
282;8.327500689935256
283;8.001856116416219
284;7.972598609768582
285;7.786790130355441
286;7.929981647302932
287;7.799408850390983
288;7.875415166279696
289;7.914770402540722
290;7.977968868312329
291;7.88864027141608
292;7.818039828199022
293;7.751876641833401
294;7.768667794560602
295;7.5462994841183955
296;7.753879576766201
297;7.534527996655616
298;7.26924241662489
299;7.480318306755795
300;7.27411373585967
301;7.246979762606545
302;7.358238967205609
303;7.2776693806453245
304;7.416630747965607
305;7.359233649704688
306;7.288883067336255
307;7.275655013529452
308;7.316681030841875
309;7.429653005537196
310;7.615811484896342
311;7.794889750150491
312;7.717095307840802
313;7.73385904917067
314;7.470355257471881
315;7.516639708887913
316;7.57592194503122
317;7.536852740231014
318;7.367650532155095
319;7.280631376217345
320;7.20433642281775
321;7.128161858137008
322;7.234737605811895
323;7.181820618554409
324;7.378733372565995
325;7.388930221897356
326;7.146927688314314
327;7.429975256360039
328;7.41982559460827
329;7.422554082995501
330;7.502604734639993
331;7.90376175101795
332;7.9902452016800165
333;8.135067746674867
334;8.129647506950123
335;8.124656131247153
336;8.060982211089339
337;7.923324728735901
338;7.832909369361083
339;7.889612224775797
340;7.637034860846644
341;7.752081210376303
342;7.887805383750875
343;7.878004811337946
344;7.933271560757958
345;7.872543454431537
346;7.784595149542327
347;7.6548895872958544
348;7.614677997082175
349;7.636861412159511
350;7.429297257877724
351;7.553796671555169
352;7.536492975919215
353;7.221272581350787
354;7.464319056667708
355;7.268087394308342
356;7.083843039534058
357;7.01324830806121
358;7.153287362468329
359;7.2678033162538
360;7.155486535243255
361;7.101596400712342
362;7.328461305744493
363;7.395017867751917
364;7.387988359504515
365;6.976853755834102
366;7.16812952988491
367;7.085872440908694
368;7.185950725135869
369;6.943298153262016
370;6.960041225961079
371;6.816740958025526
372;6.608260477266842
373;6.737466993124966
374;6.733059941883345
375;6.719753888281739
376;6.537231328062973
377;6.648388406321934
378;6.599657218467668
379;6.4736415870659645
380;6.6706425500581705
381;6.502713610139667
382;6.890486863160355
383;6.899658580272299
384;7.063013338823182
385;6.928877307178311
386;6.9941593800593855
387;6.801370646430961
388;7.034303173409617
389;6.9905467139419715
390;6.896295801226294
391;7.039343259860239
392;6.938363974754984
393;6.72972757813513
394;6.632341990117736
395;6.67613883793597
396;6.68454877076268
397;6.636595716851996
398;6.636490765666417
399;6.793366245014302
400;6.813557223382343
401;6.992712581045477
402;7.169519245139737
403;7.359833605578262
404;7.3165679856414325
405;7.364237136800797
406;7.479111068917479
407;7.552822672110978
408;7.447007037659084
409;7.286823154187288
410;7.543898513768572
411;7.5524167333172745
412;7.406517376516037
413;7.224442776385563
414;6.959870563448792
415;7.003915458410302
416;7.234263099722297
417;7.11962082489609
418;7.067814744400228
419;7.2541956364833045
420;7.345802114230845
421;7.2594557055737265
422;7.27993776049495
423;7.4574149161995456
424;7.408093227990198
425;7.6152561949440365
426;7.768558124435997
427;7.582595983057328
428;7.695979587764478
429;7.883236770591541
430;7.821705202157083
431;7.723849453899431
432;7.677322949997557
433;7.789315030722009
434;7.791671504716279
435;7.552851490465687
436;7.840943106766701
437;7.896877192841617
438;7.922739185896196
439;7.9593887769289795
440;7.839539145580372
441;8.126929909721522
442;8.17435818371075
443;8.368681237451288
444;8.476137178105102
445;8.60067827807016
446;8.805693565961583
447;8.769405311194479
448;8.863401411299861
449;9.366887621578226
450;9.497860387049869
451;9.419360314223818
452;9.462998921056766
453;9.396789338800742
454;9.311895674270678
455;9.100935922076635
456;9.322849172573143
457;9.309353523979738
458;9.247872041389977
459;9.457108780536464
460;9.527340609565577
461;9.664336204953434
462;9.53679541176978
463;9.328164764252556
464;9.616746483299277
465;9.743109911372361
466;9.607020813583768
467;9.47978017546678
468;9.441660636042613
469;9.249308986655024
470;9.179709987440281
471;8.765598450522049
472;8.781799671627821
473;8.512505264517968
474;8.628143509326593
475;8.60897580797424
476;8.385735370733721
477;8.49914312500044
478;8.583204967616869
479;8.380248697401354
480;8.333610151226393
481;8.383554039515042
482;8.547300693906674
483;8.540731009030692
484;8.543272575342698
485;8.596977547955785
486;8.49042038202134
487;8.580315744322844
488;8.738877661700975
489;8.829662960250358
490;8.81755381558294
491;8.8136555625262
492;8.82575737240492
493;8.533869881588071
494;8.42321295450183
495;8.491400352768407
496;8.45364464655778
497;8.453618163358483
498;8.574075267876525
499;8.732501245711642
500;8.404229778209105
501;8.349974780967512
502;8.387336333712174
503;8.270701298681729
504;8.237488682822445
505;8.3548337800486
506;8.2352695948942
507;8.131545919568133
508;8.22651728221674
509;8.097769495932873
510;8.215892294116218
511;8.147112704899481
512;8.077189319762967
513;8.203847498985214
514;8.067241093048207
515;8.092661633763031
516;7.737194578730059
517;7.701246382134157
518;7.801283994636755
519;7.504472001282627
520;7.508884297095557
521;7.632698275978216
522;7.642397611660779
523;7.608752205025112
524;7.296338771886382
525;7.105180611353466
526;7.14852248703714
527;7.282376227997123
528;7.477145148984528
529;7.502593959005472
530;7.382671613328611
531;7.198877994457003
532;7.475604650886966
533;7.591486938577658
534;7.833114203424616
535;8.011700015815968
536;8.009155928712522
537;7.954694756829091
538;7.936403394496855
539;8.008149560771846
540;7.808374693638093
541;7.8735300324044175
542;8.060390466089695
543;8.017759250880392
544;7.798721503502804
545;7.822912832620841
546;7.87451806626304
547;7.948485736749118
548;8.079460292705296
549;8.012619011284864
550;8.068747250026627
551;8.252559491128402
552;8.269832038921818
553;8.461460921046804
554;8.311115004645476
555;8.424552126115161
556;8.312214124473478
557;8.004229266221113
558;7.999433285690214
559;8.07337572831365
560;7.960698950566065
561;7.847049396283281
562;7.959230166440904
563;8.199833438854029
564;8.049584830686499
565;7.957117141951526
566;8.063860080107174
567;7.987136037090344
568;8.100929855315558
569;8.037516741053517
570;8.157562745015724
571;8.076049743629008
572;8.01209898456668
573;8.00206983752121
574;7.985559974240262
575;7.994227586422329
576;7.8855706981116525
577;7.80431739353557
578;7.924490976026273
579;8.195324187391943
580;8.260194880272397
581;8.403833145638309
582;8.441354147758894
583;8.515018738661151
584;8.418418539748489
585;8.375433400872959
586;8.56859016602059
587;8.668560901889968
588;8.485447008130604
589;8.34259226969186
590;8.7546133384706
591;8.801751199983826
592;8.71278014512881
593;8.753185412271295
594;8.872008390565139
595;9.205727469889963
596;9.580738414456382
597;9.55307403404023
598;9.845332211367932
599;9.776734114567773
600;9.554447504578267
601;9.489880687407096
602;9.486890666628167
603;9.544300644393996
604;9.697061271706547
605;9.51425334224098
606;9.308191090538237
607;9.121022545855979
608;9.073385741627128
609;9.141185447474966
610;9.021409242187184
611;8.776250948175077
612;8.862172764413083
613;8.9033187153716
614;8.979371526060657
615;9.104224838352607
616;9.109456371505203
617;8.757788751336493
618;8.972646205162118
619;8.998994905903887
620;8.816306082479743
621;8.712501772811814
622;9.04357961067139
623;9.382824748705676
624;9.43433939967233
625;9.610475614378679
626;9.741198702967502
627;9.666321799332556
628;9.904665560264885
629;9.78087862396827
630;9.829557220345194
631;10.007802877360222
632;10.3026628734126
633;10.33627179818013
634;10.518007944299562
635;10.875693984627642
636;11.138694246264087
637;11.46061193654325
638;11.445968404756412
639;11.378884859811905
640;11.605141070150298
641;11.498766908355172
642;11.314670389975715
643;11.460282555667844
644;11.292989302682502
645;11.128555710839223
646;11.29353777047579
647;11.086263152607549
648;11.167476010474545
649;11.053764417623754
650;11.162905374616164
651;11.30310193850037
652;11.347861598049638
653;11.51991334840259
654;11.595483322714669
655;11.661101200612984
656;11.759294968358958
657;11.670923119121618
658;11.753860339390846
659;11.582781181365648
660;11.725432799781824
661;11.816295554933387
662;11.757208482196575
663;11.513624158861049
664;11.532827630120153
665;11.334490776055208
666;11.359241029397628
667;10.999822195507702
668;11.094848571655001
669;10.939105059481166
670;10.702296523453612
671;10.653315213714215
672;10.644105504171913
673;10.47299426777176
674;10.603591561542597
675;10.134044790360665
676;10.270241669193194
677;10.32301305234403
678;10.14164029289266
679;10.276612821826646
680;10.275234203296764
681;10.442219889428562
682;10.557356534846894
683;10.46425760313565
684;10.553100930726915
685;10.674405635830983
686;10.60226777813553
687;10.758166590762542
688;10.764328680783384
689;10.860195949914848
690;10.651267223823622
691;10.690934489007835
692;10.865125169863907
693;10.67788433273637
694;10.59623857266612
695;10.631316669340292
696;10.598758395063017
697;10.896667886847336
698;10.998926627756358
699;10.851780764649597
700;10.722999476320423
701;10.56503384634907
702;10.671809854710196
703;10.750260448048333
704;10.531971308197454
705;10.50725868431784
706;10.356432238391932
707;10.13051194256522
708;10.075703646957798
709;9.956799990862875
710;9.871557764037398
711;9.79755973013526
712;9.896275514205
713;10.155954572920795
714;10.37075407557925
715;10.279001666600205
716;10.214642834700394
717;10.12042218145757
718;9.902489743180068
719;10.172308561409425
720;10.129443743957454
721;10.20194106506284
722;9.894209732096972
723;9.934583078601788
724;9.806831379418233
725;9.912051609513401
726;9.71196743345093
727;9.73978771737084
728;9.834216363986991
729;9.463706017267825
730;9.671783618441342
731;9.74914429022883
732;10.064195289030986
733;10.099820202340313
734;9.778335017906402
735;9.419960436701068
736;9.509870351078161
737;9.214888007001825
738;9.084319452772784
739;8.920833551902565
740;8.790458958747172
741;9.037595028118025
742;8.906829325538622
743;8.720081030887354
744;8.917178514599765
745;8.908714302018254
746;8.817105949792557
747;8.736015008094528
748;8.75402230473372
749;8.77517664216578
750;8.78956539584787
751;8.655797483877636
752;8.785409099095853
753;8.769940706804729
754;8.916145600974897
755;8.94194377458949
756;8.892003693110938
757;9.096864464127862
758;9.077436901316563
759;8.832864901394052
760;8.813553956333982
761;8.716308278867333
762;8.629208014068043
763;8.723557023171368
764;8.59130511426498
765;8.451527200038177
766;8.153040793387632
767;7.970155181102863
768;8.094755409685305
769;8.049275796801826
770;8.263536201863678
771;8.066982073543805
772;8.114278673949856
773;8.08318792327269
774;8.261334649361626
775;8.08013453328791
776;8.178897242886771
777;8.118837534611401
778;8.135304723266648
779;8.066679102677487
780;8.282235907075464
781;8.250882631413564
782;8.176361065177932
783;7.994114009345283
784;8.161103825412118
785;8.233016673204995
786;8.073834810035924
787;8.105652739495678
788;8.168984568395027
789;8.036164147426893
790;8.193444347179925
791;8.12277677983541
792;8.112195303282755
793;8.039870856304118
794;7.734731458388886
795;7.557993394996135
796;7.232671729804766
797;7.3564859028631835
798;7.224647646070056
799;7.419873368543358
800;7.605662885128041
801;7.24446242360267
802;7.17888802191097
803;7.05340601250639
804;6.849491158639558
805;6.9534913959117395
806;6.986528965990071
807;6.78787600991581
808;6.541035420404986
809;6.510083844256989
810;6.436895441533179
811;6.5122863168727925
812;6.528525895090789
813;6.389663008288779
814;6.328280889019513
815;6.3861426945230555
816;6.339970241769729
817;6.333123797697215
818;6.334637797235456
819;6.206143383388427
820;6.266527763870474
821;6.22312394192577
822;6.011386305888484
823;6.151078943209553
824;6.119029000156116
825;6.273520242831166
826;6.622970982003005
827;6.528227734405041
828;6.462870528512222
829;6.3107348399619525
830;6.4726703028289725
831;6.530130775411811
832;6.488101386796496
833;6.7362891071701805
834;6.807723360739614
835;6.866553540723868
836;6.778857627993446
837;6.544456262685644
838;6.694725396786814
839;6.7765600901696414
840;6.63284080527733
841;6.497999010798149
842;6.450459118015666
843;6.494274087448933
844;6.487753440757067
845;6.721846028788404
846;6.62864377458233
847;6.639675107960397
848;6.766303425569823
849;6.840416730662154
850;6.506480536039785
851;6.330851137202423
852;6.448275069085994
853;6.683436928486523
854;6.578806012714763
855;6.746173823054286
856;6.915845499603392
857;6.825784907693541
858;6.774527991934043
859;6.818630055597737
860;6.94744921377939
861;6.694614854350045
862;6.561768766742729
863;6.389177328140887
864;6.296110680032029
865;6.2306781824686865
866;6.404770735733831
867;6.443440531544126
868;6.6143661725202465
869;6.746637490695783
870;6.662916049543882
871;6.703251172657174
872;6.587048487642913
873;6.722089344740532
874;6.325041046538466
875;6.28496216165612
876;6.232797795504781
877;6.286236487304722
878;6.049644022362652
879;6.097753040920804
880;6.092318834313044
881;6.407173446065188
882;6.279226476644478
883;6.1359567194857805
884;6.350648138108106
885;6.162203252546196
886;6.318556377886534
887;6.314867418461407
888;6.383169945401328
889;6.382648695048216
890;6.189882857091589
891;6.480654334554229
892;6.451333494523677
893;6.310832398022892
894;6.388114348173687
895;6.327583126239933
896;6.164737829987946
897;6.398253153995652
898;6.4073801826658485
899;6.451324818822942
900;6.28901081387675
901;6.384933112389191
902;6.43981441938803
903;6.440548302255882
904;6.599366040885351
905;6.54115141045456
906;6.367317562616392
907;6.453847028461537
908;6.2472297204325535
909;6.3751174791034435
910;6.325305525485238
911;6.181925680813592
912;6.287893317963872
913;6.409991477866891
914;6.616520773758865
915;6.574568812377546
916;6.306957493528011
917;6.1557329318941685
918;6.2109133130773
919;6.35923817760929
920;6.339804467769347
921;6.415936914512534
922;6.351676266493124
923;6.26754687000924
924;6.138022922912994
925;6.209908947461657
926;5.919136351543559
927;5.7140545010245525
928;5.720020962326456
929;5.584489454898733
930;5.572339150967958
931;5.496896333777414
932;5.695283443858253
933;5.631953016760053
934;5.42429843744544
935;5.32942386091701
936;5.340111218965507
937;5.375455033662302
938;5.751186836118483
939;5.7297421484222335
940;5.850301781330895
941;6.318156770822499
942;6.351663538302027
943;6.458664147677645
944;6.248877984621803
945;6.448941451161642
946;6.324553353758089
947;6.331879533637094
948;6.496284720012099
949;6.532314112710497
950;6.696882931149844
951;6.557128874742417
952;6.624066686225351
953;6.876019472289902
954;6.952866215974175
955;6.967622996783735
956;7.315392382022277
957;7.3904147370855915
958;7.557269278862604
959;7.272428471240154
960;7.181612795259167
961;7.224751800278745
962;7.249292060033894
963;7.2262717644136165
964;7.104153859429358
965;7.108188236838104
966;6.9807817513504995
967;7.156175702062471
968;7.2317593928290735
969;7.110904244407985
970;7.077051025311
971;7.042217400454326
972;7.003310763630272
973;6.859755801060909
974;6.794444538670987
975;6.837178532098374
976;6.774131413885069
977;6.704258621384981
978;6.845746734773699
979;6.9767565972545125
980;6.932000900791837
981;7.067825303016797
982;7.308523692677408
983;7.256192820732699
984;7.345244191652083
985;7.443886514867656
986;7.530674951801734
987;8.007456056175943
988;7.862778432657604
989;8.012732326061359
990;8.03641874336713
991;7.794494024703396
992;7.585734867926963
993;7.583980270055245
994;7.517835129761573
995;7.8361582955063875
996;7.780337614633292
997;7.670217313113621
998;7.3855392919638945
999;7.37131123018867
1000;7.034230678708651
1001;7.0980410451013345
1002;7.188420210015851
1003;7.089656704934983
1004;7.111233943466168
1005;6.843456205037656
1006;6.866140540442471
1007;6.437893374702281
1008;6.477243001368353
1009;6.0393915903857875
1010;6.148719780012419
1011;6.081357112945433
1012;6.070261880923209
1013;6.075243935590953
1014;6.286261219330663
1015;6.589063843960439
1016;6.540836711359725
1017;6.248590365969101
1018;6.391224915610172
1019;6.626313862004287
1020;6.602311148136907
1021;6.810491621527001
1022;6.639994488433383
1023;6.615468942235915
1024;6.641510633667416
1025;6.431976935512078
1026;6.265441990379035
1027;6.283867697532468
1028;6.413223313956016
1029;6.396537408850095
1030;6.203818191503737
1031;6.068832561920219
1032;6.141153835945747
1033;6.124943133593114
1034;6.056647655859914
1035;6.043714856206146
1036;6.09524978567855
1037;6.2284819659030335
1038;6.378296785497993
1039;6.417568012623356
1040;6.471294307525639
1041;6.427615853345233
1042;6.532586383579247
1043;6.722541722473974
1044;6.67525012157195
1045;6.683904948236193
1046;6.646704482737517
1047;7.1256095251585565
1048;7.005179732255245
1049;7.3692929235811935
1050;7.455562555973806
1051;7.818993515657126
1052;8.049750931497297
1053;8.115474952253964
1054;8.155623874501172
1055;8.33808265523513
1056;8.363758902682138
1057;8.427588466557072
1058;8.344380378507367
1059;8.68003680357692
1060;8.588633670696774
1061;8.96677379660325
1062;9.4626394383198
1063;9.630818731996378
1064;9.760646926253274
1065;9.578792861245748
1066;9.507318996202669
1067;9.538558505224836
1068;9.86061464594195
1069;9.765946465268874
1070;9.745498713864434
1071;9.607315989346397
1072;9.586140657137713
1073;9.72757510902676
1074;9.463764501484665
1075;9.513500322764546
1076;9.722475331741782
1077;9.81950654635962
1078;9.951135268276195
1079;9.912211596395855
1080;10.027096825828226
1081;9.93368976261088
1082;10.015359998473878
1083;9.965190252064739
1084;10.110117520490672
1085;10.06771187486922
1086;9.97359278451785
1087;9.958677316051427
1088;9.819569244606708
1089;9.945682418887596
1090;9.881110542095708
1091;9.806064044594622
1092;9.599973388395664
1093;9.713349167898318
1094;9.524346025143721
1095;9.287727196729438
1096;9.419881874987366
1097;9.566126394038863
1098;9.327322714022015
1099;9.543860166760037
1100;9.786835068515732
1101;9.858578609095456
1102;10.063615663450175
1103;10.000623111039818
1104;10.04218253497378
1105;10.019012280947491
1106;10.145677419776117
1107;10.228415989470049
1108;10.624736202455548
1109;10.80975902741507
1110;10.812284304496833
1111;10.795705064538328
1112;10.69049646344171
1113;10.935027595518337
1114;10.824614026799011
1115;10.65355805071389
1116;10.479518694230963
1117;10.367558025581994
1118;10.517999075410922
1119;10.737227953664515
1120;10.55994629335285
1121;10.614542067622533
1122;10.705917187784474
1123;10.405920541620416
1124;10.643865372853746
1125;10.399849263143903
1126;10.549148982280318
1127;10.401674127708988
1128;10.305532674561023
1129;10.345078076984388
1130;10.290302428264619
1131;10.29070007792739
1132;10.261983254786335
1133;10.247661723774259
1134;10.429150101803408
1135;10.382727655855263
1136;10.56497851524285
1137;10.710794898427142
1138;10.695627740267447
1139;10.553390858820613
1140;10.653461150074834
1141;10.770958392449863
1142;10.79377570040646
1143;11.01366369245145
1144;11.168423211419412
1145;11.088593104367332
1146;11.134592130866723
1147;11.221574945404125
1148;11.033142707136173
1149;10.987687385054194
1150;11.113766754293252
1151;11.041826877104652
1152;11.208207717974014
1153;11.210877335129352
1154;11.32208739586514
1155;11.338639589107169
1156;11.487558172267907
1157;11.41204679155159
1158;11.243634346274739
1159;11.227188578273697
1160;11.301117775015967
1161;11.384452606875813
1162;11.46562039824264
1163;11.572363200846262
1164;11.78254917227627
1165;11.895495535589356
1166;11.77027029492228
1167;11.600454997682542
1168;11.588518750461954
1169;11.510328347134097
1170;11.339290600449715
1171;11.243842310374168
1172;10.914056184987533
1173;10.929108559103938
1174;10.800152407226845
1175;11.150380844009856
1176;10.853267215219905
1177;11.05902011857501
1178;11.058348108619112
1179;11.097577960553767
1180;10.999503892847578
1181;11.252514196925791
1182;11.519244471873108
1183;11.612819714929593
1184;11.589875297876995
1185;11.659600930835136
1186;11.664837969212423
1187;11.605448120578533
1188;11.707758018230741
1189;11.623469485445655
1190;11.894209921231127
1191;12.071372090265486
1192;12.003157214283354
1193;11.861303913631344
1194;11.655465522899295
1195;11.694135550079915
1196;11.56529974677902
1197;11.364603894449056
1198;11.432714497336452
1199;11.377106868860313
1200;11.461022699758066
1201;11.594139768205984
1202;11.527557592616668
1203;11.684808956759548
1204;11.891846412330521
1205;11.642091688832194
1206;11.548900095941416
1207;11.61605325421002
1208;11.469578638037072
1209;11.463892747888622
1210;11.554048445130235
1211;11.295707701656667
1212;11.324194743266158
1213;11.320141719396071
1214;11.344274781573148
1215;11.194332334320624
1216;11.17454049542352
1217;10.941188408760537
1218;10.890096431383157
1219;10.630143765158222
1220;10.862963687445076
1221;11.002052882510354
1222;11.036224332775044
1223;11.007122536687117
1224;10.902875472909699
1225;10.70515039704497
1226;10.505430257733087
1227;10.692514838448329
1228;10.577452468846955
1229;10.612210001956004
1230;10.552456224668969
1231;10.190808995433956
1232;9.962136887590612
1233;9.806398254828162
1234;10.142763615424176
1235;10.059109140773398
1236;9.964719700458925
1237;9.977931008955826
1238;9.842342127719819
1239;9.792046128721948
1240;9.847919767480981
1241;9.862464249283805
1242;9.88235346812525
1243;10.096308024466307
1244;10.255232504443203
1245;10.132247831999894
1246;10.335310910916064
1247;10.241377004533444
1248;10.496886477308468
1249;10.429964611159448
1250;10.37656070110691
1251;10.523522944850809
1252;10.540222917584256
1253;10.760664676459461
1254;10.99282080227196
1255;11.05830930512354
1256;11.128332180332041
1257;10.907194164142329
1258;10.932621684739482
1259;10.969134579397615
1260;10.729919596966807
1261;10.570933187462812
1262;10.65654752776012
1263;10.458816596975744
1264;10.569074588315315
1265;10.55537417765582
1266;10.54640974645204
1267;10.704046586666148
1268;10.858535770574758
1269;10.834915863535317
1270;10.685622290747704
1271;10.481137447814811
1272;10.333811940949586
1273;10.564897872579794
1274;10.651332616131292
1275;10.440098323871677
1276;10.350103610458886
1277;10.12524045519577
1278;10.029227007573313
1279;10.061160226637016
1280;10.01989861073215
1281;9.84787935201243
1282;9.553273232056876
1283;9.506880075835245
1284;9.645177361473914
1285;9.718687935798584
1286;9.652929472133517
1287;9.790699637502676
1288;10.05312348887216
1289;9.946492752730052
1290;10.127720268836121
1291;9.92473275567861
1292;10.04161526357982
1293;9.945966293348421
1294;9.995622203292315
1295;10.037722149278023
1296;10.035507634705619
1297;9.980223727020473
1298;9.97813979959378
1299;9.986434913575039
1300;10.077261992160789
1301;10.266902272866082
1302;10.138619826803989
1303;10.081432851423406
1304;10.207559206834862
1305;10.252317687846231
1306;10.163118226386374
1307;10.230380853547384
1308;10.339143097390048
1309;10.169450698129888
1310;10.27133760721755
1311;10.422052353250075
1312;10.456640710187344
1313;10.598769543388375
1314;10.502722844308442
1315;10.522475730875746
1316;10.483019943159828
1317;10.212792466710434
1318;10.265134630093709
1319;10.141133162755548
1320;10.336656248401686
1321;10.269315782902183
1322;10.357785039389249
1323;10.285244047197722
1324;10.367679192374556
1325;10.400572789696056
1326;10.357408578560134
1327;10.527199778999625
1328;10.491781882993173
1329;10.478322269896386
1330;10.435895016795987
1331;10.296774713722984
1332;10.286094740064643
1333;10.051733397535099
1334;10.230874442016658
1335;10.235786537876173
1336;10.097542937802398
1337;10.09013550502354
1338;10.019966261535732
1339;10.150854974695912
1340;10.074103700867756
1341;9.968071739990322
1342;9.705218568751677
1343;9.713473373507021
1344;9.650403695094145
1345;9.821082747483649
1346;9.930547807276938
1347;9.66145102573429
1348;9.441799612784914
1349;9.467039040999255
1350;9.43121176201813
1351;9.335759116488886
1352;9.158674529975666
1353;9.134562242481591
